run_id,generation_id,variation_id,format_id,attempt_id,structure,task,text_prompt,image_prompt,response,predicted,ground_truth,match,similarity,node_font,node_color,node_shape,edge_width,arrow_style,num_nodes,resolution,task_id,image_id
97,6,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_0d2e3a4a-fd09-4af4-be5d-7606c7eddc11.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,81.25,sans-serif,#fee4b3,o,1.0,->,8,512,b55e93ad-d0ae-4f5b-b0ff-7005473fdfdd,0d2e3a4a-fd09-4af4-be5d-7606c7eddc11
98,6,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_0d2e3a4a-fd09-4af4-be5d-7606c7eddc11.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,81.25,sans-serif,#fee4b3,o,1.0,->,8,512,b55e93ad-d0ae-4f5b-b0ff-7005473fdfdd,0d2e3a4a-fd09-4af4-be5d-7606c7eddc11
99,6,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_0d2e3a4a-fd09-4af4-be5d-7606c7eddc11.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [6, 8]}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [6, 8]}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,75.0,sans-serif,#fee4b3,o,1.0,->,8,512,b55e93ad-d0ae-4f5b-b0ff-7005473fdfdd,0d2e3a4a-fd09-4af4-be5d-7606c7eddc11
100,6,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [1, 2, 7, 6, 8, 5, 3, 4]","[1, 2, 7, 6, 8, 5, 3, 4]","[1, 2, 3, 4, 5, 6, 7, 8]",False,25.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,644cc3f6-2552-4f31-a1f4-b44a58bd647a,3e7d0804-59fe-418d-bbae-52215f2fee67
101,6,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [6, 7, 8, 5, 4, 3, 2, 1]","[6, 7, 8, 5, 4, 3, 2, 1]","[1, 2, 3, 4, 5, 6, 7, 8]",False,0.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,644cc3f6-2552-4f31-a1f4-b44a58bd647a,3e7d0804-59fe-418d-bbae-52215f2fee67
102,6,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]",True,100.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,644cc3f6-2552-4f31-a1f4-b44a58bd647a,3e7d0804-59fe-418d-bbae-52215f2fee67
103,6,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 6, 7, 8]",False,75.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,8c1b5763-99f0-41e9-a605-9dd31b82c4da,3e7d0804-59fe-418d-bbae-52215f2fee67
104,6,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 6, 7, 8]",False,75.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,8c1b5763-99f0-41e9-a605-9dd31b82c4da,3e7d0804-59fe-418d-bbae-52215f2fee67
105,6,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," [1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 8, 6, 7]","[1, 2, 3, 4, 5, 6, 7, 8]",False,75.0,sans-serif,#fee4b3,o,1.0,-|>,8,512,8c1b5763-99f0-41e9-a605-9dd31b82c4da,3e7d0804-59fe-418d-bbae-52215f2fee67
106,6,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7, 8], 7: [], 8: []}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7, 8], 7: [], 8: []}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,68.75,sans-serif,#fee4b3,o,1.0,-|>,8,512,67f1bfc3-e7f7-40d5-87e0-3f71e6499c1a,3e7d0804-59fe-418d-bbae-52215f2fee67
107,6,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6, 8], 6: [7], 7: [8]}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,81.25,sans-serif,#fee4b3,o,1.0,-|>,8,512,67f1bfc3-e7f7-40d5-87e0-3f71e6499c1a,3e7d0804-59fe-418d-bbae-52215f2fee67
108,6,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_6-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_3e7d0804-59fe-418d-bbae-52215f2fee67.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7, 8], 7: [], 8: []}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7, 8], 7: [], 8: []}","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [6]}",False,68.75,sans-serif,#fee4b3,o,1.0,-|>,8,512,67f1bfc3-e7f7-40d5-87e0-3f71e6499c1a,3e7d0804-59fe-418d-bbae-52215f2fee67
109,7,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,9,512,e7db7ad5-2067-4334-abc5-b90b7a3b71fb,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
110,7,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,9,512,e7db7ad5-2067-4334-abc5-b90b7a3b71fb,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
111,7,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 7, 6, 2, 3, 4, 5, 8, 9]","[1, 7, 6, 2, 3, 4, 5, 8, 9]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,->,9,512,e7db7ad5-2067-4334-abc5-b90b7a3b71fb,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
112,7,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",True,100.0,sans-serif,#fee4b3,o,1.0,->,9,512,5d110241-6976-40bc-a13c-f27f1e2c9559,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
113,7,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,->,9,512,5d110241-6976-40bc-a13c-f27f1e2c9559,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
114,7,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," [1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",True,100.0,sans-serif,#fee4b3,o,1.0,->,9,512,5d110241-6976-40bc-a13c-f27f1e2c9559,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
115,7,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," ```pythongraph = {1: [2], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [7]}```","{1: [2], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [7]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,38.88888888888889,sans-serif,#fee4b3,o,1.0,->,9,512,afc28549-ba98-410c-8743-4a6dbeefc5d8,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
116,7,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," ```pythongraph = {1: [2, 7], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [2]}```","{1: [2, 7], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [2]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,55.55555555555556,sans-serif,#fee4b3,o,1.0,->,9,512,afc28549-ba98-410c-8743-4a6dbeefc5d8,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
117,7,1,1,1,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,318f6392-4315-41f1-8b91-3a030517babf,00410fc5-5da5-430a-97d1-50c9107d5896
118,7,1,1,2,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,318f6392-4315-41f1-8b91-3a030517babf,00410fc5-5da5-430a-97d1-50c9107d5896
119,7,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_0-res_512-idn_4ee177e1-6c21-4343-9af0-a9f90eb84e0e.png," ```pythongraph = {1: [2], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1], 7: [8], 8: [9], 9: [7]}```","{1: [2], 2: [3, 4], 3: [5], 4: [6], 5: [7], 6: [1], 7: [8], 8: [9], 9: [7]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,33.33333333333333,sans-serif,#fee4b3,o,1.0,->,9,512,afc28549-ba98-410c-8743-4a6dbeefc5d8,4ee177e1-6c21-4343-9af0-a9f90eb84e0e
120,7,1,1,3,directed_graph,breadth_first_search,'Provide a single-line python list representing the breadth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 7, 6, 2, 3, 4, 5, 9, 8]","[1, 2, 7, 3, 8, 4, 9, 5, 6]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,318f6392-4315-41f1-8b91-3a030517babf,00410fc5-5da5-430a-97d1-50c9107d5896
121,7,1,1,1,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,39850f0a-0bca-4368-b152-67f7dc0bddd5,00410fc5-5da5-430a-97d1-50c9107d5896
122,7,1,1,2,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,39850f0a-0bca-4368-b152-67f7dc0bddd5,00410fc5-5da5-430a-97d1-50c9107d5896
123,7,1,1,3,directed_graph,depth_first_search,'Provide a single-line python list representing the depth-first search of the directed graph starting from the vertex with the smallest value.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," [1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 7, 6, 5, 4, 3, 2, 9, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]",False,22.22222222222222,sans-serif,#fee4b3,o,1.0,-|>,9,512,39850f0a-0bca-4368-b152-67f7dc0bddd5,00410fc5-5da5-430a-97d1-50c9107d5896
124,7,1,1,1,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," ```pythongraph = {1: [2], 2: [3], 3: [4, 5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [2]}```","{1: [2], 2: [3], 3: [4, 5], 4: [6], 5: [7], 6: [1, 7], 7: [8], 8: [9], 9: [2]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,61.111111111111114,sans-serif,#fee4b3,o,1.0,-|>,9,512,403a3bed-ca1a-452c-98b9-7327be956870,00410fc5-5da5-430a-97d1-50c9107d5896
125,7,1,1,2,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," ```pythongraph = {1: [2], 2: [3, 4, 5], 3: [], 4: [5], 5: [6], 6: [7], 7: [8], 8: [9], 9: [1]}```","{1: [2], 2: [3, 4, 5], 3: [], 4: [5], 5: [6], 6: [7], 7: [8], 8: [9], 9: [1]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,59.25925925925925,sans-serif,#fee4b3,o,1.0,-|>,9,512,403a3bed-ca1a-452c-98b9-7327be956870,00410fc5-5da5-430a-97d1-50c9107d5896
126,7,1,1,3,directed_graph,adjacency_list,'Provide a single-line python dictionary representing the adjacency list of the directed graph.',images/directed_graph/dg-gen_7-var_1-fmt_1-wid_10-col_fee4b3-fnt_sansserif-shp_o-arw_1-res_512-idn_00410fc5-5da5-430a-97d1-50c9107d5896.png," ```pythongraph = {1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [9], 9: [1]}```","{1: [2], 2: [3], 3: [4], 4: [5], 5: [6], 6: [7], 7: [8], 8: [9], 9: [1]}","{1: [2, 7], 2: [3], 3: [4], 4: [5, 3], 5: [6], 6: [7], 7: [8], 8: [9], 9: [2]}",False,77.77777777777779,sans-serif,#fee4b3,o,1.0,-|>,9,512,403a3bed-ca1a-452c-98b9-7327be956870,00410fc5-5da5-430a-97d1-50c9107d5896
